Last login: Mon Apr  4 15:33:13 on ttys000
2022-04-01 19:35:29 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=20/f7a3447b6df44d328e7a206af8090f0e.snappy.parquet
2022-04-01 19:35:29 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 2 records out of 6651
2022-04-01 19:35:29 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=21/0863314c6d7747abb2f5082d3acbf6b9.snappy.parquet
2022-04-01 19:35:30 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=21/f7a3447b6df44d328e7a206af8090f0e.snappy.parquet
2022-04-01 19:35:30 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 1 records out of 6651
2022-04-01 19:35:30 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=22/0863314c6d7747abb2f5082d3acbf6b9.snappy.parquet
2022-04-01 19:35:31 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 5 records out of 6651
2022-04-01 19:35:31 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=23/0863314c6d7747abb2f5082d3acbf6b9.snappy.parquet
2022-04-01 19:35:31 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 1 records out of 6651
2022-04-01 19:35:31 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=24/db8ca87302fc4618a5c8b573cc6b314d.snappy.parquet
2022-04-01 19:35:32 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 3 records out of 6651
2022-04-01 19:35:32 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=27/841243f1c6f744148de6bb7519d3b8e7.snappy.parquet
2022-04-01 19:35:34 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 1 records out of 6651
2022-04-01 19:35:34 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=2/parquet_format__id_day=24/a2ef91c25a084cf8bb44ece90da3b917.snappy.parquet
2022-04-01 19:35:34 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 1 records out of 6651
2022-04-01 19:35:34 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=2/parquet_format__id_day=27/f0d998d56ec64b8ba41b3191c580ccec.snappy.parquet
2022-04-01 19:35:35 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 1 records out of 6651
2022-04-01 19:35:35 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=4/b262eb66f1e5455a97e45dff71d3738b.snappy.parquet
2022-04-01 19:35:36 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 1 records out of 6651
2022-04-01 19:35:36 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=9/09e9996fc47b43d1bae6b18bcfc9bd2b.snappy.parquet
2022-04-01 19:35:37 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 1 records out of 6651
2022-04-01 19:35:37 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=10/9f9a62d93bd048eeb34338334e919425.snappy.parquet
2022-04-01 19:35:38 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 1 records out of 6651
2022-04-01 19:35:38 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=13/589b6a73073346bda4973782bb513b9c.snappy.parquet
2022-04-01 19:35:39 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 2 records out of 6651
2022-04-01 19:35:39 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=15/0e26e21f778943e5a9d06cd68ba545ac.snappy.parquet
2022-04-01 19:35:39 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 1 records out of 6651
2022-04-01 19:35:39 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=16/0e26e21f778943e5a9d06cd68ba545ac.snappy.parquet
2022-04-01 19:35:40 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 3 records out of 6651
2022-04-01 19:35:40 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=19/da416e72c7734d42b13242e9fb57063f.snappy.parquet
2022-04-01 19:35:41 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 2 records out of 6651
2022-04-01 19:35:41 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=20/4fc893d1a63b4d789da61a133f3b9b3e.snappy.parquet
2022-04-01 19:35:41 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=20/da416e72c7734d42b13242e9fb57063f.snappy.parquet
2022-04-01 19:35:42 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 4 records out of 6651
2022-04-01 19:35:42 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=21/4fc893d1a63b4d789da61a133f3b9b3e.snappy.parquet
2022-04-01 19:35:42 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 5 records out of 6651
2022-04-01 19:35:42 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=22/4fc893d1a63b4d789da61a133f3b9b3e.snappy.parquet
2022-04-01 19:35:43 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 31 records out of 6651
2022-04-01 19:35:43 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=23/4fc893d1a63b4d789da61a133f3b9b3e.snappy.parquet
2022-04-01 19:35:43 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=23/657f737c6e2b41b0b9b679a4c38f7462.snappy.parquet
2022-04-01 19:35:44 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 52 records out of 6651
2022-04-01 19:35:44 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=24/657f737c6e2b41b0b9b679a4c38f7462.snappy.parquet
2022-04-01 19:35:44 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 76 records out of 6651
2022-04-01 19:35:44 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=25/657f737c6e2b41b0b9b679a4c38f7462.snappy.parquet
2022-04-01 19:35:45 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 171 records out of 6651
2022-04-01 19:35:45 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=26/2236dfb38ef845c593d620f70859369d.snappy.parquet
2022-04-01 19:35:45 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=26/657f737c6e2b41b0b9b679a4c38f7462.snappy.parquet
2022-04-01 19:35:46 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 362 records out of 6651
2022-04-01 19:35:46 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=27/2236dfb38ef845c593d620f70859369d.snappy.parquet
2022-04-01 19:35:47 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 807 records out of 6651
2022-04-01 19:35:47 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=28/1bba94c7552248e7ab3a73a0347d2efe.snappy.parquet
2022-04-01 19:35:47 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=28/2236dfb38ef845c593d620f70859369d.snappy.parquet
2022-04-01 19:35:48 INFO     mongo_s3_support_DMS_support_tickets: Found 5 files while updating: 1761 records out of 6651
2022-04-01 19:35:48 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=29/1bba94c7552248e7ab3a73a0347d2efe.snappy.parquet
2022-04-01 19:35:48 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=29/2680643badc24828aaaa4aae348c50d1.snappy.parquet
2022-04-01 19:35:49 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=29/2d8cc1f0b0194b46a1be62d6714bb669.snappy.parquet
2022-04-01 19:35:49 INFO     mongo_s3_support_DMS_support_tickets: Found 3 files while updating: 2899 records out of 6651
2022-04-01 19:35:49 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=30/2680643badc24828aaaa4aae348c50d1.snappy.parquet
2022-04-01 19:35:50 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=30/2d8cc1f0b0194b46a1be62d6714bb669.snappy.parquet
2022-04-01 19:35:51 INFO     mongo_s3_support_DMS_support_tickets: Found 4 files while updating: 422 records out of 6651
2022-04-01 19:35:51 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=3/parquet_format__id_day=31/2d8cc1f0b0194b46a1be62d6714bb669.snappy.parquet
2022-04-01 19:35:51 INFO     mongo_s3_support_DMS_support_tickets: 6651 updations done.
2022-04-01 19:35:51 INFO     mongo_s3_support_DMS_support_tickets: Updation completed.
2022-04-01 19:35:51 INFO     mongo_s3_support_DMS_support_tickets: Syncing operation complete (Both - Insertion and Updation).
2022-04-01 19:35:51 INFO     mongo_s3_support_DMS_support_tickets: Post processing completed.
2022-04-01 19:35:51 INFO     mongo_s3_support_DMS_support_tickets: Hope to see you again :')
2022-04-01 19:35:52 INFO     Notification sent successfully.
2022-04-01 19:35:52 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='5', second='0'], next run at: 2022-04-03 01:05:00 IST)" executed successfully











2022-04-02 19:30:00 INFO     Running job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-04 01:00:00 IST)" (scheduled at 2022-04-03 01:00:00+05:30)
2022-04-02 19:30:00 INFO     Running job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-04 01:00:00 IST)" (scheduled at 2022-04-03 01:00:00+05:30)
2022-04-02 19:30:00 INFO     Running job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-04 01:00:00 IST)" (scheduled at 2022-04-03 01:00:00+05:30)
2022-04-02 19:30:00 INFO     Running job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-04 01:00:00 IST)" (scheduled at 2022-04-03 01:00:00+05:30)
2022-04-02 19:30:00 INFO     Running job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-04 01:00:00 IST)" (scheduled at 2022-04-03 01:00:00+05:30)
2022-04-02 19:30:00 INFO     Running job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-04 01:00:00 IST)" (scheduled at 2022-04-03 01:00:00+05:30)
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Connected to database and collection.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Connected to database and collection.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_items: Connected to database and collection.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_list: Connected to database and collection.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Connected to database and collection.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_tickets_rating: Connected to database and collection.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Glad to see this database again!
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Collection pre-processed.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Starting to migrate newly inserted records.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Glad to see this database again!
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Glad to see this database again!
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_items: Glad to see this database again!
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Collection pre-processed.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_list: Glad to see this database again!
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_items: Collection pre-processed.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Collection pre-processed.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Starting to migrate newly inserted records.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_tickets_rating: Glad to see this database again!
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_list: Collection pre-processed.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_list: Starting to migrate newly inserted records.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Starting to migrate newly inserted records.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_tickets_rating: Collection pre-processed.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_tickets_rating: Starting to migrate newly inserted records.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_items: Starting to migrate newly inserted records.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Inserting some records created after 2022-04-01 19:30:00+00:00.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_items: Inserting some records created after 2022-03-28 15:36:55+00:00.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Inserting some records created after 2022-03-28 15:37:55+00:00.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Inserting some records created after 2022-03-07 05:15:46+00:00.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_tickets_rating: Inserting some records created after 2022-04-01 19:24:39+00:00.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_list: Inserting some records created after 2022-01-10 18:08:50+00:00.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Insertions complete.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Insertions completed, starting to update records
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Starting to migrate updations in records.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Updating all records updated between 2022-04-01 19:30:00.276000+00:00 and 2022-04-02 19:30:00.153530+00:00
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Updation completed.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Syncing operation complete (Both - Insertion and Updation).
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Insertions complete.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Insertions completed, starting to update records
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_items: Insertions complete.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Starting to migrate updations in records.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_items: Insertions completed, starting to update records
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_items: Starting to migrate updations in records.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_list: Insertions complete.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_list: Insertions completed, starting to update records
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_list: Starting to migrate updations in records.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Insertions complete.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Insertions completed, starting to update records
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Starting to migrate updations in records.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Updating all records updated between 2022-04-01 19:30:00.284000+00:00 and 2022-04-02 19:30:00.193350+00:00
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_list: Updating all records updated between 2022-04-01 19:30:00.277000+00:00 and 2022-04-02 19:30:00.199968+00:00
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_items: Updating all records updated between 2022-04-01 19:30:00.291000+00:00 and 2022-04-02 19:30:00.197037+00:00
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_tickets_rating: Attempting to insert 85928 bytes.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Updating all records updated between 2022-04-01 19:30:00.251000+00:00 and 2022-04-02 19:30:00.198587+00:00
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Updation completed.
2022-04-02 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Syncing operation complete (Both - Insertion and Updation).
2022-04-02 19:30:01 INFO     mongo_s3_support_DMS_support_form_items: Post processing completed.
2022-04-02 19:30:01 INFO     mongo_s3_support_DMS_support_form_items: Hope to see you again :')
2022-04-02 19:30:01 INFO     mongo_s3_support_DMS_support_kafka_log: Post processing completed.
2022-04-02 19:30:01 INFO     mongo_s3_support_DMS_support_kafka_log: Hope to see you again :')
2022-04-02 19:30:01 INFO     Notification sent successfully.
2022-04-02 19:30:01 INFO     Notification sent successfully.
2022-04-02 19:30:01 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-04 01:00:00 IST)" executed successfully
2022-04-02 19:30:01 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-04 01:00:00 IST)" executed successfully
2022-04-02 19:30:01 INFO     mongo_s3_support_DMS_support_tickets_rating: Inserted 825 records.
2022-04-02 19:30:02 INFO     mongo_s3_support_DMS_support_list: Found 0 updations upto now.
2022-04-02 19:30:02 INFO     mongo_s3_support_DMS_support_list: Updating all records updated between 2022-04-01 19:30:00.277000+00:00 and 2022-04-02 19:30:00.199968+00:00
2022-04-02 19:30:02 INFO     mongo_s3_support_DMS_support_list: Updation completed.
2022-04-02 19:30:02 INFO     mongo_s3_support_DMS_support_list: Syncing operation complete (Both - Insertion and Updation).
2022-04-02 19:30:02 INFO     mongo_s3_support_DMS_support_forms: Found 0 updations upto now.
2022-04-02 19:30:02 INFO     mongo_s3_support_DMS_support_forms: Updating all records updated between 2022-04-01 19:30:00.284000+00:00 and 2022-04-02 19:30:00.193350+00:00
2022-04-02 19:30:02 INFO     mongo_s3_support_DMS_support_forms: Updation completed.
2022-04-02 19:30:02 INFO     mongo_s3_support_DMS_support_forms: Syncing operation complete (Both - Insertion and Updation).
2022-04-02 19:30:02 INFO     mongo_s3_support_DMS_support_list: Post processing completed.
2022-04-02 19:30:02 INFO     mongo_s3_support_DMS_support_list: Hope to see you again :')
2022-04-02 19:30:02 INFO     Notification sent successfully.
2022-04-02 19:30:02 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-04 01:00:00 IST)" executed successfully
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Inserting some records created after 2022-04-02 19:24:36+00:00.
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Insertions complete.
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Insertions completed, starting to update records
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Starting to migrate updations in records.
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Updating all records updated between 2022-04-01 19:30:00.282000+00:00 and 2022-04-02 19:30:00.202163+00:00
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_forms: Post processing completed.
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_forms: Hope to see you again :')
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Updation completed.
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Syncing operation complete (Both - Insertion and Updation).
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_items: Found 0 updations upto now.
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_items: Updating all records updated between 2022-04-01 19:30:00.291000+00:00 and 2022-04-02 19:30:00.197037+00:00
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_items: Updation completed.
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_items: Syncing operation complete (Both - Insertion and Updation).
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Post processing completed.
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Hope to see you again :')
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_items: Post processing completed.
2022-04-02 19:30:03 INFO     mongo_s3_support_DMS_support_items: Hope to see you again :')
2022-04-02 19:30:03 INFO     Notification sent successfully.
2022-04-02 19:30:03 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-04 01:00:00 IST)" executed successfully
2022-04-02 19:30:03 INFO     Notification sent successfully.
2022-04-02 19:30:03 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-04 01:00:00 IST)" executed successfully
2022-04-02 19:30:03 INFO     Notification sent successfully.
2022-04-02 19:30:03 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-04 01:00:00 IST)" executed successfully
2022-04-02 19:35:00 INFO     Running job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='5', second='0'], next run at: 2022-04-04 01:05:00 IST)" (scheduled at 2022-04-03 01:05:00+05:30)
2022-04-02 19:35:00 INFO     Running job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='5', second='0'], next run at: 2022-04-04 01:05:00 IST)" (scheduled at 2022-04-03 01:05:00+05:30)
2022-04-02 19:35:00 INFO     mongo_s3_support_DMS_support_ticket_conversations: Connected to database and collection.
2022-04-02 19:35:00 INFO     mongo_s3_support_DMS_support_tickets: Connected to database and collection.
2022-04-02 19:35:00 INFO     mongo_s3_support_DMS_support_tickets: Glad to see this database again!
2022-04-02 19:35:00 INFO     mongo_s3_support_DMS_support_tickets: Collection pre-processed.
2022-04-02 19:35:00 INFO     mongo_s3_support_DMS_support_tickets: Starting to migrate newly inserted records.
2022-04-02 19:35:00 INFO     mongo_s3_support_DMS_support_ticket_conversations: Glad to see this database again!
2022-04-02 19:35:00 INFO     mongo_s3_support_DMS_support_ticket_conversations: Collection pre-processed.
2022-04-02 19:35:00 INFO     mongo_s3_support_DMS_support_ticket_conversations: Starting to migrate newly inserted records.
2022-04-02 19:35:00 INFO     mongo_s3_support_DMS_support_tickets: Inserting some records created after 2022-04-01 19:32:50+00:00.
2022-04-02 19:35:00 INFO     mongo_s3_support_DMS_support_ticket_conversations: Inserting some records created after 2022-04-01 19:34:46+00:00.
2022-04-02 19:35:02 INFO     mongo_s3_support_DMS_support_tickets: Attempting to insert 1868792 bytes.
2022-04-02 19:35:05 INFO     mongo_s3_support_DMS_support_ticket_conversations: Attempting to insert 1860128 bytes.
2022-04-02 19:35:05 INFO     mongo_s3_support_DMS_support_tickets: Inserted 3178 records.
2022-04-02 19:35:06 INFO     mongo_s3_support_DMS_support_tickets: Inserting some records created after 2022-04-02 19:30:41+00:00.
2022-04-02 19:35:06 INFO     mongo_s3_support_DMS_support_tickets: Insertions complete.
2022-04-02 19:35:06 INFO     mongo_s3_support_DMS_support_tickets: Insertions completed, starting to update records
2022-04-02 19:35:06 INFO     mongo_s3_support_DMS_support_tickets: Starting to migrate updations in records.
2022-04-02 19:35:06 INFO     mongo_s3_support_DMS_support_tickets: Updating all records updated between 2022-04-01 19:35:00.107000+00:00 and 2022-04-02 19:35:00.103767+00:00
2022-04-02 19:35:06 INFO     mongo_s3_support_DMS_support_ticket_conversations: Inserted 10000 records.
2022-04-02 19:35:06 INFO     mongo_s3_support_DMS_support_ticket_conversations: Inserting some records created after 2022-04-02 09:27:41+00:00.
2022-04-02 19:35:09 INFO     mongo_s3_support_DMS_support_ticket_conversations: Attempting to insert 1860128 bytes.
2022-04-02 19:35:11 INFO     mongo_s3_support_DMS_support_ticket_conversations: Inserted 10000 records.
